source_id,source_labels,source_properties,relation,target_id,target_labels,target_properties
418,[Equation],"{
  network_level: 3,
  knowledge_domain: 循环假设,
  importance: 0.6,
  name: Ideal cycle analysis,
  description: Ideal cycle analysis assumes that the compression and expansion processes are reversible and adiabatic (isentropic).,
  subsystem: Cycle,
  id: 77,
  physics_domain: GeneralPhysics
}",ASSUMES,371,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学基础,
  importance: 0.8,
  name: Calorically perfect gas,
  description: A calorically perfect gas is a perfect gas with constant specific heats (c_p and c_v are constants).,
  subsystem: General,
  id: 30,
  physics_domain: GeneralPhysics
}"
418,[Equation],"{
  network_level: 3,
  knowledge_domain: 循环假设,
  importance: 0.6,
  name: Ideal cycle analysis,
  description: Ideal cycle analysis assumes that the compression and expansion processes are reversible and adiabatic (isentropic).,
  subsystem: Cycle,
  id: 77,
  physics_domain: GeneralPhysics
}",ASSUMES,572,[Parameter],"{
  network_level: 2,
  knowledge_domain: 循环假设,
  importance: 0.8,
  name: Isentropic compression and expansion,
  description: Ideal cycle analysis assumes that the compression and expansion processes are reversible and adiabatic (isentropic).,
  subsystem: Compression,
  id: 231,
  physics_domain: GeneralPhysics
}"
418,[Equation],"{
  network_level: 3,
  knowledge_domain: 循环假设,
  importance: 0.6,
  name: Ideal cycle analysis,
  description: Ideal cycle analysis assumes that the compression and expansion processes are reversible and adiabatic (isentropic).,
  subsystem: Cycle,
  id: 77,
  physics_domain: GeneralPhysics
}",ASSUMES,573,[Parameter],"{
  network_level: 2,
  knowledge_domain: 循环假设,
  importance: 0.8,
  name: Constant pressure combustion,
  description: It is assumed that combustion occurs at constant total pressure (no pressure drop in the combustor).,
  subsystem: Combustion,
  id: 232,
  physics_domain: FluidDynamics
}"
418,[Equation],"{
  network_level: 3,
  knowledge_domain: 循环假设,
  importance: 0.6,
  name: Ideal cycle analysis,
  description: Ideal cycle analysis assumes that the compression and expansion processes are reversible and adiabatic (isentropic).,
  subsystem: Cycle,
  id: 77,
  physics_domain: GeneralPhysics
}",NEGLECTS,574,[Parameter],"{
  network_level: 2,
  knowledge_domain: 循环假设,
  importance: 0.8,
  name: Fuel mass flow rate,
  description: The mass flow rate of fuel is neglected relative to the air mass flow rate in ideal performance matching (m_dot_f << m_dot_a).,
  subsystem: General,
  id: 233,
  physics_domain: FluidDynamics
}"
418,[Equation],"{
  network_level: 3,
  knowledge_domain: 循环假设,
  importance: 0.6,
  name: Ideal cycle analysis,
  description: Ideal cycle analysis assumes that the compression and expansion processes are reversible and adiabatic (isentropic).,
  subsystem: Cycle,
  id: 77,
  physics_domain: GeneralPhysics
}",EVOLVES_INTO,469,[Equation],"{
  network_level: 3,
  knowledge_domain: 真实循环分析,
  importance: 0.6,
  name: Real cycle analysis,
  description: Real engine cycle analysis incorporates component efficiencies, pressure losses, mechanical losses, and bleeding to predict realistic performance.,
  subsystem: Cycle,
  id: 128,
  physics_domain: GeneralPhysics
}"
419,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total temperature ratio tau,
  description: The dimensionless parameter tau represents the ratio of stagnation temperatures across a component.,
  subsystem: General,
  id: 78,
  physics_domain: Thermodynamics
}",USED_IN,416,[Equation],"{
  network_level: 3,
  knowledge_domain: 参数循环分析,
  importance: 0.6,
  name: Parametric cycle analysis,
  description: The objective of parametric cycle analysis is to relate the engine performance parameters to the design choices and the flight environment.,
  subsystem: Cycle,
  id: 75,
  physics_domain: GeneralPhysics
}"
419,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total temperature ratio tau,
  description: The dimensionless parameter tau represents the ratio of stagnation temperatures across a component.,
  subsystem: General,
  id: 78,
  physics_domain: Thermodynamics
}",USED_IN,418,[Equation],"{
  network_level: 3,
  knowledge_domain: 循环假设,
  importance: 0.6,
  name: Ideal cycle analysis,
  description: Ideal cycle analysis assumes that the compression and expansion processes are reversible and adiabatic (isentropic).,
  subsystem: Cycle,
  id: 77,
  physics_domain: GeneralPhysics
}"
419,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total temperature ratio tau,
  description: The dimensionless parameter tau represents the ratio of stagnation temperatures across a component.,
  subsystem: General,
  id: 78,
  physics_domain: Thermodynamics
}",USED_IN,463,[Equation],"{
  network_level: 3,
  knowledge_domain: 动力循环,
  importance: 0.6,
  name: Liquid rocket cycle,
  description: Liquid rocket engine cycles are classified into pressure-fed systems or pump-fed systems based on how propellants are pressurized.,
  subsystem: Cycle,
  id: 122,
  physics_domain: GeneralPhysics
}"
419,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total temperature ratio tau,
  description: The dimensionless parameter tau represents the ratio of stagnation temperatures across a component.,
  subsystem: General,
  id: 78,
  physics_domain: Thermodynamics
}",USED_IN,464,[Equation],"{
  network_level: 3,
  knowledge_domain: 动力循环,
  importance: 0.6,
  name: Pump-fed cycle,
  description: A pump-fed open cycle where a fraction of the propellant is burned in a separate combustor to drive the turbine and is then exhausted overboard.,
  subsystem: Cycle,
  id: 123,
  physics_domain: GeneralPhysics
}"
419,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total temperature ratio tau,
  description: The dimensionless parameter tau represents the ratio of stagnation temperatures across a component.,
  subsystem: General,
  id: 78,
  physics_domain: Thermodynamics
}",USED_IN,465,[Equation],"{
  network_level: 3,
  knowledge_domain: 动力循环,
  importance: 0.6,
  name: Gas-generator cycle,
  description: The gas generator must operate off-stoichiometric (extremely fuel-rich or oxidizer-rich) to prevent melting the turbine blades.,
  subsystem: Cycle,
  id: 124,
  physics_domain: GeneralPhysics
}"
419,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total temperature ratio tau,
  description: The dimensionless parameter tau represents the ratio of stagnation temperatures across a component.,
  subsystem: General,
  id: 78,
  physics_domain: Thermodynamics
}",USED_IN,466,[Equation],"{
  network_level: 3,
  knowledge_domain: 动力循环,
  importance: 0.6,
  name: Staged combustion cycle,
  description: Because the turbine exhaust is injected into the main chamber rather than dumped at low pressure, it allows extremely high chamber pressures (P_c) and higher efficiency.,
  subsystem: Combustion,
  id: 125,
  physics_domain: GeneralPhysics
}"
419,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total temperature ratio tau,
  description: The dimensionless parameter tau represents the ratio of stagnation temperatures across a component.,
  subsystem: General,
  id: 78,
  physics_domain: Thermodynamics
}",USED_IN,469,[Equation],"{
  network_level: 3,
  knowledge_domain: 真实循环分析,
  importance: 0.6,
  name: Real cycle analysis,
  description: Real engine cycle analysis incorporates component efficiencies, pressure losses, mechanical losses, and bleeding to predict realistic performance.,
  subsystem: Cycle,
  id: 128,
  physics_domain: GeneralPhysics
}"
419,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total temperature ratio tau,
  description: The dimensionless parameter tau represents the ratio of stagnation temperatures across a component.,
  subsystem: General,
  id: 78,
  physics_domain: Thermodynamics
}",USED_IN,621,[Equation],"{
  network_level: 3,
  knowledge_domain: 动力循环,
  importance: 0.6,
  name: Pressure-fed cycle,
  description: Liquid rocket engine cycles are classified into pressure-fed systems or pump-fed systems based on how propellants are pressurized.,
  subsystem: Cycle,
  id: 280,
  physics_domain: FluidDynamics
}"
419,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total temperature ratio tau,
  description: The dimensionless parameter tau represents the ratio of stagnation temperatures across a component.,
  subsystem: General,
  id: 78,
  physics_domain: Thermodynamics
}",USED_IN,622,[Equation],"{
  network_level: 3,
  knowledge_domain: 动力循环,
  importance: 0.6,
  name: Expander cycle,
  description: A closed cycle where fuel is vaporized in the cooling jacket and then routes directly through the turbine to drive the pumps before entering the injector.,
  subsystem: Cycle,
  id: 281,
  physics_domain: GeneralPhysics
}"
419,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total temperature ratio tau,
  description: The dimensionless parameter tau represents the ratio of stagnation temperatures across a component.,
  subsystem: General,
  id: 78,
  physics_domain: Thermodynamics
}",USED_IN,663,[Equation],"{
  network_level: 3,
  knowledge_domain: CrossDomain,
  importance: 0.6,
  name: Ideal Brayton cycle,
  description: The realistic engine cycle analysis (Chapter 7) modifies the ideal Brayton cycle (Chapter 4) by incorporating polytropic efficiencies and pressure drops (Chapter 5).,
  subsystem: Cycle,
  id: 322,
  physics_domain: GeneralPhysics
}"
419,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total temperature ratio tau,
  description: The dimensionless parameter tau represents the ratio of stagnation temperatures across a component.,
  subsystem: General,
  id: 78,
  physics_domain: Thermodynamics
}",DEFINED_AS,575,[Component],"{
  network_level: 1,
  knowledge_domain: 热力学参数,
  importance: 1.0,
  name: Exit total temperature over Inlet total temperature,
  description: The dimensionless parameter tau represents the ratio of stagnation temperatures across a component.,
  subsystem: General,
  id: 234,
  physics_domain: Thermodynamics
}"
420,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total pressure ratio pi,
  description: The dimensionless parameter pi represents the ratio of stagnation pressures across a component.,
  subsystem: General,
  id: 79,
  physics_domain: FluidDynamics
}",USED_IN,663,[Equation],"{
  network_level: 3,
  knowledge_domain: CrossDomain,
  importance: 0.6,
  name: Ideal Brayton cycle,
  description: The realistic engine cycle analysis (Chapter 7) modifies the ideal Brayton cycle (Chapter 4) by incorporating polytropic efficiencies and pressure drops (Chapter 5).,
  subsystem: Cycle,
  id: 322,
  physics_domain: GeneralPhysics
}"
420,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total pressure ratio pi,
  description: The dimensionless parameter pi represents the ratio of stagnation pressures across a component.,
  subsystem: General,
  id: 79,
  physics_domain: FluidDynamics
}",DEFINED_AS,576,[Component],"{
  network_level: 1,
  knowledge_domain: 热力学参数,
  importance: 1.0,
  name: Exit total pressure over Inlet total pressure,
  description: The dimensionless parameter pi represents the ratio of stagnation pressures across a component.,
  subsystem: General,
  id: 235,
  physics_domain: FluidDynamics
}"
420,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学参数,
  importance: 0.8,
  name: Total pressure ratio pi,
  description: The dimensionless parameter pi represents the ratio of stagnation pressures across a component.,
  subsystem: General,
  id: 79,
  physics_domain: FluidDynamics
}",AFFECTED_BY,628,[BoundaryCondition],"{
  network_level: 4,
  knowledge_domain: 真实循环分析,
  importance: 0.5,
  name: Viscous and shock losses,
  description: In real engines, component total pressure ratios (like pi_d, pi_b, pi_n) are less than 1.0 due to friction and shock waves.,
  subsystem: General,
  id: 287,
  physics_domain: GeneralPhysics
}"
421,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学关系,
  importance: 0.8,
  name: Isentropic component,
  description: For ideal isentropic components (compressor or turbine), the total pressure ratio and total temperature ratio are directly coupled.,
  subsystem: General,
  id: 80,
  physics_domain: GeneralPhysics
}",OBEYS,577,[Parameter],"{
  network_level: 2,
  knowledge_domain: 热力学关系,
  importance: 0.8,
  name: Pi equals tau to power of gamma over gamma-1,
  description: For ideal isentropic components (compressor or turbine), the total pressure ratio and total temperature ratio are directly coupled.,
  subsystem: General,
  id: 236,
  physics_domain: GeneralPhysics
}"
422,[Parameter],"{
  network_level: 2,
  knowledge_domain: 发动机特性,
  importance: 0.8,
  name: Ideal turbojet,
  description: For a given maximum turbine inlet temperature, the specific thrust of an ideal turbojet drops to zero at a specific upper flight Mach number limit.,
  subsystem: General,
  id: 81,
  physics_domain: GeneralPhysics
}",HAS_ZERO_THRUST_AT,578,[BoundaryCondition],"{
  network_level: 4,
  knowledge_domain: 发动机特性,
  importance: 0.5,
  name: High Mach limit,
  description: For a given maximum turbine inlet temperature, the specific thrust of an ideal turbojet drops to zero at a specific upper flight Mach number limit.,
  subsystem: General,
  id: 237,
  physics_domain: FluidDynamics
}"
423,[Component],"{
  network_level: 1,
  knowledge_domain: 发动机变体,
  importance: 1.0,
  name: Ideal afterburner,
  description: An afterburner increases the total temperature of the gas entering the exhaust nozzle without affecting the turbomachinery core.,
  subsystem: Combustion,
  id: 82,
  physics_domain: GeneralPhysics
}",INCREASES,357,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Thrust specific fuel consumption,
  description: Thrust specific fuel consumption (TSFC or S) is defined as the mass flow rate of fuel divided by the thrust.,
  subsystem: General,
  id: 16,
  physics_domain: GeneralPhysics
}"
423,[Component],"{
  network_level: 1,
  knowledge_domain: 发动机变体,
  importance: 1.0,
  name: Ideal afterburner,
  description: An afterburner increases the total temperature of the gas entering the exhaust nozzle without affecting the turbomachinery core.,
  subsystem: Combustion,
  id: 82,
  physics_domain: GeneralPhysics
}",INCREASES,362,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Specific thrust,
  description: Specific thrust is the thrust produced per unit mass flow rate of air entering the engine.,
  subsystem: General,
  id: 21,
  physics_domain: GeneralPhysics
}"
423,[Component],"{
  network_level: 1,
  knowledge_domain: 发动机变体,
  importance: 1.0,
  name: Ideal afterburner,
  description: An afterburner increases the total temperature of the gas entering the exhaust nozzle without affecting the turbomachinery core.,
  subsystem: Combustion,
  id: 82,
  physics_domain: GeneralPhysics
}",INCREASES,580,[Component],"{
  network_level: 1,
  knowledge_domain: 发动机变体,
  importance: 1.0,
  name: Stagnation temperature at nozzle,
  description: An afterburner increases the total temperature of the gas entering the exhaust nozzle without affecting the turbomachinery core.,
  subsystem: Exhaust,
  id: 239,
  physics_domain: Thermodynamics
}"
424,[Parameter],"{
  network_level: 2,
  knowledge_domain: 发动机变体,
  importance: 0.8,
  name: Ideal turbofan,
  description: A turbofan engine divides the incoming air into a primary core stream and a secondary bypass stream.,
  subsystem: General,
  id: 83,
  physics_domain: GeneralPhysics
}",SPLITS_FLOW_INTO,581,[Parameter],"{
  network_level: 2,
  knowledge_domain: 发动机变体,
  importance: 0.8,
  name: Core flow and Bypass flow,
  description: A turbofan engine divides the incoming air into a primary core stream and a secondary bypass stream.,
  subsystem: General,
  id: 240,
  physics_domain: FluidDynamics
}"
424,[Parameter],"{
  network_level: 2,
  knowledge_domain: 发动机变体,
  importance: 0.8,
  name: Ideal turbofan,
  description: A turbofan engine divides the incoming air into a primary core stream and a secondary bypass stream.,
  subsystem: General,
  id: 83,
  physics_domain: GeneralPhysics
}",HAS_LOWER_TSFC_THAN,422,[Parameter],"{
  network_level: 2,
  knowledge_domain: 发动机特性,
  importance: 0.8,
  name: Ideal turbojet,
  description: For a given maximum turbine inlet temperature, the specific thrust of an ideal turbojet drops to zero at a specific upper flight Mach number limit.,
  subsystem: General,
  id: 81,
  physics_domain: GeneralPhysics
}"
425,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Bypass ratio alpha,
  description: alpha = m_dot_bypass / m_dot_core.,
  subsystem: General,
  id: 84,
  physics_domain: GeneralPhysics
}",DEFINED_AS,582,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Bypass mass flow divided by Core mass flow,
  description: alpha = m_dot_bypass / m_dot_core.,
  subsystem: General,
  id: 241,
  physics_domain: FluidDynamics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",DRIVES,502,[Parameter],"{
  network_level: 2,
  knowledge_domain: 结构组成,
  importance: 0.8,
  name: Fan,
  description: A turbofan engine adds a fan driven by an additional turbine stage or a separate spool.,
  subsystem: General,
  id: 161,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,359,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Thermal efficiency,
  description: Thermal efficiency is the ratio of the rate of kinetic energy production to the thermal power input from fuel.,
  subsystem: General,
  id: 18,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,360,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Propulsive efficiency,
  description: Propulsive efficiency measures how effectively the engine's kinetic energy output is converted into aircraft propulsive power.,
  subsystem: General,
  id: 19,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,361,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Overall efficiency,
  description: The overall efficiency of a propulsion system is the product of its thermal and propulsive efficiencies.,
  subsystem: General,
  id: 20,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,436,[Parameter],"{
  network_level: 2,
  knowledge_domain: 效率理论,
  importance: 0.8,
  name: Polytropic efficiency,
  description: Polytropic efficiency (e_c for compressor, e_t for turbine) is defined as the isentropic efficiency of an elemental or infinitesimal stage.,
  subsystem: General,
  id: 95,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,456,[Parameter],"{
  network_level: 2,
  knowledge_domain: 燃烧损失,
  importance: 0.8,
  name: Combustion efficiency,
  description: Combustion efficiency is often expressed as the ratio of actual characteristic velocity (c*_actual) to the theoretical characteristic velocity (c*_theoretical).,
  subsystem: Combustion,
  id: 115,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,471,[Parameter],"{
  network_level: 2,
  knowledge_domain: 涡喷循环,
  importance: 0.8,
  name: Real turbojet efficiency,
  description: Irreversibilities in the compressor and turbine increase entropy, directly decreasing the specific thrust and increasing the TSFC.,
  subsystem: General,
  id: 130,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,477,[Parameter],"{
  network_level: 2,
  knowledge_domain: 部件匹配,
  importance: 0.8,
  name: Mixer efficiency,
  description: Aerodynamic mixing of streams with different total temperatures and velocities introduces viscous shearing losses, reducing overall total pressure.,
  subsystem: General,
  id: 136,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,480,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Propeller efficiency eta_prop,
  description: The efficiency with which the propeller converts the brake shaft horsepower into effective aircraft propulsive power.,
  subsystem: General,
  id: 139,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,514,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Thermal efficiency and Propulsive efficiency,
  description: The overall efficiency of a propulsion system is the product of its thermal and propulsive efficiencies.,
  subsystem: General,
  id: 173,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,590,[Parameter],"{
  network_level: 2,
  knowledge_domain: 压气机特性,
  importance: 0.8,
  name: Isentropic efficiency eta_c,
  description: The isentropic compressor efficiency eta_c is defined as the ratio of ideal (isentropic) work to the actual work required for a given total pressure ratio.,
  subsystem: General,
  id: 249,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,591,[Parameter],"{
  network_level: 2,
  knowledge_domain: 压气机特性,
  importance: 0.8,
  name: Isentropic efficiency and Total pressure ratio,
  description: tau_c = 1 + (pi_c^((gamma-1)/gamma) - 1) / eta_c, which links actual temperature rise to pressure ratio.,
  subsystem: General,
  id: 250,
  physics_domain: FluidDynamics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,592,[Parameter],"{
  network_level: 2,
  knowledge_domain: 效率理论,
  importance: 0.8,
  name: Isentropic efficiency of an infinitesimal stage,
  description: Polytropic efficiency (e_c for compressor, e_t for turbine) is defined as the isentropic efficiency of an elemental or infinitesimal stage.,
  subsystem: General,
  id: 251,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,594,[Parameter],"{
  network_level: 2,
  knowledge_domain: 涡轮特性,
  importance: 0.8,
  name: Isentropic efficiency eta_t,
  description: The isentropic turbine efficiency eta_t is defined as the ratio of actual work output to the ideal (isentropic) work output for a given total pressure ratio.,
  subsystem: General,
  id: 253,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,595,[Parameter],"{
  network_level: 2,
  knowledge_domain: 燃烧室特性,
  importance: 0.8,
  name: Combustion efficiency eta_b,
  description: Combustion efficiency eta_b is the ratio of the actual thermal energy released to the chemical energy available in the fuel.,
  subsystem: Combustion,
  id: 254,
  physics_domain: GeneralPhysics
}"
426,[Component],"{
  network_level: 1,
  knowledge_domain: 部件关系,
  importance: 1.0,
  name: Fan turbine,
  description: In a turbofan, a low-pressure turbine extracts energy from the core flow to drive the fan.,
  subsystem: Expansion,
  id: 85,
  physics_domain: GeneralPhysics
}",AFFECTS,600,[Parameter],"{
  network_level: 2,
  knowledge_domain: 机械传动,
  importance: 0.8,
  name: Mechanical efficiency eta_m,
  description: Mechanical efficiency eta_m accounts for frictional power losses in bearings and accessory gearboxes connecting the turbine and compressor shafts.,
  subsystem: General,
  id: 259,
  physics_domain: GeneralPhysics
}"
427,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能优化,
  importance: 0.8,
  name: Optimum bypass ratio,
  description: There exists an mathematically optimum bypass ratio for a given core design that yields the absolute minimum TSFC.,
  subsystem: General,
  id: 86,
  physics_domain: GeneralPhysics
}",MINIMIZED,357,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能指标,
  importance: 0.8,
  name: Thrust specific fuel consumption,
  description: Thrust specific fuel consumption (TSFC or S) is defined as the mass flow rate of fuel divided by the thrust.,
  subsystem: General,
  id: 16,
  physics_domain: GeneralPhysics
}"
427,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能优化,
  importance: 0.8,
  name: Optimum bypass ratio,
  description: There exists an mathematically optimum bypass ratio for a given core design that yields the absolute minimum TSFC.,
  subsystem: General,
  id: 86,
  physics_domain: GeneralPhysics
}",SHIFTS_WITH,640,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能优化,
  importance: 0.8,
  name: Component efficiencies,
  description: Lower component efficiencies (like lower fan or turbine efficiency) shift the optimum bypass ratio (alpha) toward lower values compared to ideal cycles.,
  subsystem: General,
  id: 299,
  physics_domain: GeneralPhysics
}"
428,[Parameter],"{
  network_level: 2,
  knowledge_domain: 发动机特性,
  importance: 0.8,
  name: Ideal ramjet,
  description: A ramjet engine has no compressor or turbine; compression is achieved entirely through the dynamic pressure rise in the inlet.,
  subsystem: General,
  id: 87,
  physics_domain: GeneralPhysics
}",PRODUCES,584,[Parameter],"{
  network_level: 2,
  knowledge_domain: 发动机特性,
  importance: 0.8,
  name: Zero static thrust,
  description: An ideal ramjet cannot produce any thrust at zero flight velocity (Mach = 0) because it lacks a mechanical compressor.,
  subsystem: General,
  id: 243,
  physics_domain: GeneralPhysics
}"
428,[Parameter],"{
  network_level: 2,
  knowledge_domain: 发动机特性,
  importance: 0.8,
  name: Ideal ramjet,
  description: A ramjet engine has no compressor or turbine; compression is achieved entirely through the dynamic pressure rise in the inlet.,
  subsystem: General,
  id: 87,
  physics_domain: GeneralPhysics
}",HAS_NO,583,[Parameter],"{
  network_level: 2,
  knowledge_domain: 发动机特性,
  importance: 0.8,
  name: Turbomachinery,
  description: A ramjet engine has no compressor or turbine; compression is achieved entirely through the dynamic pressure rise in the inlet.,
  subsystem: General,
  id: 242,
  physics_domain: FluidDynamics
}"
429,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能优化,
  importance: 0.8,
  name: Optimal turbofan energy distribution,
  description: For an unmixed ideal turbofan, the optimum kinetic energy distribution occurs when the exit velocity of the bypass nozzle equals the exit velocity of the core nozzle.,
  subsystem: General,
  id: 88,
  physics_domain: GeneralPhysics
}",REQUIRES,585,[Parameter],"{
  network_level: 2,
  knowledge_domain: 性能优化,
  importance: 0.8,
  name: Bypass and Core exit velocities to be equal,
  description: For an unmixed ideal turbofan, the optimum kinetic energy distribution occurs when the exit velocity of the bypass nozzle equals the exit velocity of the core nozzle.,
  subsystem: General,
  id: 244,
  physics_domain: GeneralPhysics
}"
